,Country Code,Year,TotalXpd,Country Name,Region,PCAPXpd,IncomeGroup,Mortality
307,MOZ,2004,5.91276381,Mozambique,Sub-Saharan Africa,16.42,Low income,140.7
308,MRT,2004,4.70454966,Mauritania,Sub-Saharan Africa,28.11,Lower middle income,110.9
309,MUS,2004,4.29214123,Mauritius,Sub-Saharan Africa,225.43,Upper middle income,15.5
310,MWI,2004,7.81617071,Malawi,Sub-Saharan Africa,16.54,Low income,124.2
311,MYS,2004,3.74492489,Malaysia,East Asia & Pacific,184.42,Upper middle income,8.3
312,NAM,2004,6.47197619,Namibia,Sub-Saharan Africa,213.5,Upper middle income,74.2
313,NER,2004,6.60998896,Niger,Sub-Saharan Africa,14.73,Low income,183.7
314,NGA,2004,4.32750562,Nigeria,Sub-Saharan Africa,44.94,Lower middle income,164.0
315,NIC,2004,6.1259657999999995,Nicaragua,Latin America & Caribbean,66.83,Lower middle income,32.9
316,NLD,2004,8.52118682,Netherlands,Europe & Central Asia,3409.74,High income,5.6
317,NOR,2004,9.44112199,Norway,Europe & Central Asia,5452.96,High income,4.2
318,NPL,2004,5.82296493,Nepal,South Asia,16.84,Low income,65.0
319,NRU,2004,11.62229274,Nauru,East Asia & Pacific,317.45,Upper middle income,38.8
320,NZL,2004,7.8882147,New Zealand,East Asia & Pacific,1992.66,High income,6.7
321,OMN,2004,2.97575695,Oman,Middle East & North Africa,301.0,High income,13.3
322,PAK,2004,2.55792322,Pakistan,South Asia,17.76,Lower middle income,103.6
323,PAN,2004,8.08643586,Panama,Latin America & Caribbean,351.65,Upper middle income,23.4
324,PER,2004,4.56192538,Peru,Latin America & Caribbean,111.58,Upper middle income,28.7
325,PHL,2004,3.22814859,Philippines,East Asia & Pacific,34.87,Lower middle income,36.6
326,PLW,2004,8.80431634,Palau,East Asia & Pacific,857.98,High income,23.6
327,PNG,2004,8.39248669,Papua New Guinea,East Asia & Pacific,59.01,Lower middle income,74.1
328,POL,2004,6.18540158,Poland,Europe & Central Asia,410.62,High income,7.8
329,PRT,2004,9.83769679,Portugal,Europe & Central Asia,1777.19,High income,5.1
330,PRY,2004,5.77699347,Paraguay,Latin America & Caribbean,81.37,Upper middle income,29.5
331,QAT,2004,3.60739107,Qatar,Middle East & North Africa,1563.7,High income,10.7
332,ROU,2004,5.43201221,Romania,Europe & Central Asia,192.79,Upper middle income,19.3
333,RUS,2004,5.18758222,Russian Federation,Europe & Central Asia,213.48,Upper middle income,15.0
334,RWA,2004,6.24465499,Rwanda,Sub-Saharan Africa,14.78,Low income,130.0
335,SAU,2004,3.5839803,Saudi Arabia,Middle East & North Africa,385.49,High income,18.7
336,SDN,2004,3.39271563,Sudan,Sub-Saharan Africa,29.0,Lower middle income,91.7
337,SEN,2004,5.68098678,Senegal,Sub-Saharan Africa,41.6,Low income,103.2
338,SGP,2004,3.17368627,Singapore,East Asia & Pacific,828.28,High income,3.0
339,SLB,2004,5.64064416,Solomon Islands,East Asia & Pacific,46.21,Lower middle income,28.9
340,SLE,2004,11.66277367,Sierra Leone,Sub-Saharan Africa,34.27,Low income,210.2
341,SLV,2004,7.29741079,El Salvador,Latin America & Caribbean,194.57,Lower middle income,26.1
342,SMR,2004,4.17137933,San Marino,Europe & Central Asia,2808.94,High income,4.4
343,SRB,2004,8.23883414,Serbia,Europe & Central Asia,273.0,Upper middle income,9.6
344,STP,2004,9.93609895,Sao Tome and Principe,Sub-Saharan Africa,71.79,Lower middle income,65.5
345,SUR,2004,6.87614002,Suriname,Latin America & Caribbean,208.59,Upper middle income,29.2
346,SVK,2004,7.21098106,Slovak Republic,Europe & Central Asia,566.27,High income,8.5
347,SVN,2004,8.46523245,Slovenia,Europe & Central Asia,1435.09,High income,4.4
348,SWE,2004,9.08797098,Sweden,Europe & Central Asia,3666.47,High income,3.7
349,SWZ,2004,5.88376476,Swaziland,Sub-Saharan Africa,130.09,Lower middle income,125.9
350,SYC,2004,4.17338663,Seychelles,Sub-Saharan Africa,400.98,High income,14.1
351,SYR,2004,4.47860155,Syrian Arab Republic,Middle East & North Africa,61.74,Lower middle income,19.8
352,TCD,2004,5.71977487,Chad,Sub-Saharan Africa,26.01,Low income,172.2
353,TGO,2004,5.06130245,Togo,Sub-Saharan Africa,18.04,Low income,106.9
354,THA,2004,3.5140149989999996,Thailand,East Asia & Pacific,86.68,Upper middle income,19.1
355,TJK,2004,5.07023451,Tajikistan,Europe & Central Asia,15.78,Lower middle income,69.0
356,TKM,2004,4.03345977,Turkmenistan,Europe & Central Asia,121.91,Upper middle income,74.4
357,TLS,2004,1.30917431,Timor-Leste,East Asia & Pacific,14.82,Lower middle income,87.1
358,TON,2004,4.87078703,Tonga,East Asia & Pacific,114.81,Upper middle income,16.6
359,TTO,2004,5.224196900000001,Trinidad and Tobago,Latin America & Caribbean,521.58,High income,26.0
360,TUN,2004,5.62538521,Tunisia,Middle East & North Africa,175.12,Lower middle income,24.5
361,TUR,2004,5.37016598,Turkey,Europe & Central Asia,312.93,Upper middle income,29.5
362,TUV,2004,16.93131245,Tuvalu,East Asia & Pacific,374.35,Upper middle income,37.0
363,TZA,2004,4.09591423,Tanzania,Sub-Saharan Africa,17.7,Low income,99.8
364,UGA,2004,8.89591147,Uganda,Sub-Saharan Africa,30.28,Low income,131.3
365,UKR,2004,6.60913962,Ukraine,Europe & Central Asia,91.01,Lower middle income,15.1
366,URY,2004,11.58763842,Uruguay,Latin America & Caribbean,477.1,High income,15.2
367,USA,2004,15.13565701,United States,North America,6369.43,High income,8.1
368,UZB,2004,5.11436038,Uzbekistan,Europe & Central Asia,23.99,Lower middle income,52.0
369,VCT,2004,3.72254162,St. Vincent and the Grenadines,Latin America & Caribbean,178.98,Upper middle income,22.2
370,VEN,2004,4.77964216,"Venezuela, RB",Latin America & Caribbean,204.25,Upper middle income,19.2
371,VNM,2004,5.08710719,Vietnam,East Asia & Pacific,30.13,Lower middle income,26.0
372,VUT,2004,4.11663165,Vanuatu,East Asia & Pacific,73.6,Lower middle income,28.3
373,WSM,2004,4.44716302,Samoa,East Asia & Pacific,107.44,Upper middle income,19.8
374,YEM,2004,4.8988836,"Yemen, Rep.",Middle East & North Africa,38.38,Lower middle income,76.9
375,ZAF,2004,7.92666753,South Africa,Sub-Saharan Africa,380.13,Upper middle income,74.4
376,ZMB,2004,7.32536011,Zambia,Sub-Saharan Africa,38.87,Lower middle income,119.7
377,ZWE,2004,7.13051837,Zimbabwe,Sub-Saharan Africa,32.17,Low income,99.0
378,AFG,2005,8.06810435,Afghanistan,South Asia,21.9,Low income,110.3
379,AGO,2005,4.10396002,Angola,Sub-Saharan Africa,64.69,Lower middle income,167.2
380,ALB,2005,6.11631076,Albania,Europe & Central Asia,166.23,Upper middle income,20.4
381,AND,2005,5.22335314,Andorra,Europe & Central Asia,2089.67,High income,3.8
382,ARE,2005,2.32021865,United Arab Emirates,Middle East & North Africa,935.02,High income,9.8
383,ARG,2005,6.84561938,Argentina,Latin America & Caribbean,389.82,Upper middle income,16.6
384,ARM,2005,5.25211644,Armenia,Europe & Central Asia,86.1,Lower middle income,23.4
385,ATG,2005,4.41010035,Antigua and Barbuda,Latin America & Caribbean,532.73,High income,12.1
386,AUS,2005,8.45389263,Australia,East Asia & Pacific,3214.03,High income,5.7
387,AUT,2005,10.53141508,Austria,Europe & Central Asia,3916.48,High income,4.9
388,AZE,2005,7.863908099999999,Azerbaijan,Europe & Central Asia,121.89,Upper middle income,51.9
389,BDI,2005,9.83776739,Burundi,Sub-Saharan Africa,13.85,Low income,123.9
390,BEL,2005,9.24428757,Belgium,Europe & Central Asia,3339.72,High income,5.0
391,BEN,2005,4.73384847,Benin,Sub-Saharan Africa,25.21,Low income,124.4
392,BFA,2005,6.87238586,Burkina Faso,Sub-Saharan Africa,27.98,Low income,154.6
393,BGD,2005,2.67725039,Bangladesh,South Asia,12.44,Lower middle income,66.5
394,BGR,2005,7.07978092,Bulgaria,Europe & Central Asia,274.97,Upper middle income,13.3
395,BHR,2005,3.15804988,Bahrain,Middle East & North Africa,581.65,High income,10.6
396,BHS,2005,5.95416502,"Bahamas, The",Latin America & Caribbean,1393.62,High income,16.2
397,BIH,2005,8.49615182,Bosnia and Herzegovina,Europe & Central Asia,248.79,Upper middle income,8.8
398,BLR,2005,6.88634578,Belarus,Europe & Central Asia,215.87,Upper middle income,8.5
399,BLZ,2005,4.45271318,Belize,Latin America & Caribbean,175.14,Upper middle income,21.0
400,BOL,2005,5.66626332,Bolivia,Latin America & Caribbean,60.16,Lower middle income,61.1
401,BRA,2005,8.26702693,Brazil,Latin America & Caribbean,391.29,Upper middle income,26.1
402,BRB,2005,5.37770788,Barbados,Latin America & Caribbean,763.74,High income,15.4
403,BRN,2005,2.62469019,Brunei Darussalam,East Asia & Pacific,691.29,High income,11.5
404,BTN,2005,5.28092275,Bhutan,South Asia,66.41,Lower middle income,57.9
405,BWA,2005,5.62371187,Botswana,Sub-Saharan Africa,299.63,Upper middle income,69.8
406,CAF,2005,4.29009912,Central African Republic,Sub-Saharan Africa,14.28,Low income,163.5
407,CAN,2005,9.57259884,Canada,North America,3474.44,High income,6.1
408,CHE,2005,10.86294204,Switzerland,Europe & Central Asia,5636.55,High income,5.1
409,CHL,2005,6.69119625,Chile,Latin America & Caribbean,508.88,High income,9.2
410,CHN,2005,4.65846996,China,East Asia & Pacific,80.94,Upper middle income,24.0
411,CIV,2005,5.3896073,Cote d'Ivoire,Sub-Saharan Africa,50.78,Lower middle income,127.7
412,CMR,2005,4.75114245,Cameroon,Sub-Saharan Africa,43.48,Lower middle income,136.3
413,COD,2005,3.14461623,"Congo, Dem. Rep.",Sub-Saharan Africa,6.71,Low income,137.4
414,COG,2005,2.42171832,"Congo, Rep.",Sub-Saharan Africa,42.08,Lower middle income,89.8
415,COL,2005,5.815836599999999,Colombia,Latin America & Caribbean,196.93,Upper middle income,21.6
416,COM,2005,4.31649402,Comoros,Sub-Saharan Africa,26.54,Low income,100.2
417,CPV,2005,4.85837167,Cabo Verde,Sub-Saharan Africa,103.62,Lower middle income,27.9
418,CRI,2005,7.73973795,Costa Rica,Latin America & Caribbean,364.01,Upper middle income,10.5
419,CUB,2005,9.39424353,Cuba,Latin America & Caribbean,356.29,Upper middle income,6.8
420,CYP,2005,6.3690866999999995,Cyprus,Europe & Central Asia,1448.75,High income,4.9
421,CZE,2005,6.93394326,Czech Republic,Europe & Central Asia,884.36,High income,4.4
422,DEU,2005,10.51754561,Germany,Europe & Central Asia,3647.79,High income,4.7
423,DJI,2005,7.21478463,Djibouti,Middle East & North Africa,65.68,Lower middle income,88.5
424,DMA,2005,4.5907974000000005,Dominica,Latin America & Caribbean,241.03,Upper middle income,16.1
425,DNK,2005,9.7699606,Denmark,Europe & Central Asia,4652.52,High income,4.8
426,DOM,2005,4.26151651,Dominican Republic,Latin America & Caribbean,154.23,Upper middle income,36.8
427,DZA,2005,3.23516801,Algeria,Middle East & North Africa,100.36,Upper middle income,33.5
428,ECU,2005,5.87295184,Ecuador,Latin America & Caribbean,177.48,Upper middle income,29.2
429,EGY,2005,5.06260429,"Egypt, Arab Rep.",Middle East & North Africa,63.81,Lower middle income,36.1
430,ERI,2005,2.96792167,Eritrea,Sub-Saharan Africa,7.78,Low income,69.2
431,ESP,2005,8.11898424,Spain,Europe & Central Asia,2120.5,High income,4.7
432,EST,2005,5.01934025,Estonia,Europe & Central Asia,514.22,High income,7.1
433,ETH,2005,4.20170809,Ethiopia,Sub-Saharan Africa,6.79,Low income,110.2
434,FIN,2005,8.42946509,Finland,Europe & Central Asia,3151.84,High income,3.8
435,FJI,2005,3.60776119,Fiji,East Asia & Pacific,132.0,Upper middle income,23.1
436,FRA,2005,10.59988615,France,Europe & Central Asia,3721.11,High income,4.6
437,FSM,2005,12.112,"Micronesia, Fed. Sts.",East Asia & Pacific,285.13,Lower middle income,46.6
438,GAB,2005,2.75520343,Gabon,Sub-Saharan Africa,189.15,Upper middle income,76.1
439,GBR,2005,8.23536912,United Kingdom,Europe & Central Asia,3176.57,High income,6.0
440,GEO,2005,8.59882617,Georgia,Europe & Central Asia,123.4,Lower middle income,24.6
441,GHA,2005,4.50784786,Ghana,Sub-Saharan Africa,36.03,Lower middle income,86.9
442,GIN,2005,2.82148862,Guinea,Sub-Saharan Africa,8.57,Low income,132.2
443,GMB,2005,4.96685998,"Gambia, The",Sub-Saharan Africa,21.52,Low income,96.6
444,GNB,2005,5.71621565,Guinea-Bissau,Sub-Saharan Africa,22.93,Low income,145.0
445,GNQ,2005,1.63062912,Equatorial Guinea,Sub-Saharan Africa,214.1,Upper middle income,130.8
446,GRC,2005,9.36146591,Greece,Europe & Central Asia,2094.78,High income,4.6
447,GRD,2005,5.50415611,Grenada,Latin America & Caribbean,371.77,Upper middle income,15.0
448,GTM,2005,6.78948738,Guatemala,Latin America & Caribbean,140.14,Lower middle income,42.7
449,GUY,2005,5.82749382,Guyana,Latin America & Caribbean,64.74,Upper middle income,41.5
450,HND,2005,7.81458832,Honduras,Latin America & Caribbean,110.82,Lower middle income,29.4
451,HRV,2005,6.89409977,Croatia,Europe & Central Asia,726.52,Upper middle income,6.7
452,HTI,2005,4.40741512,Haiti,Latin America & Caribbean,19.77,Low income,89.8
453,HUN,2005,8.27979357,Hungary,Europe & Central Asia,922.78,High income,7.6
454,IDN,2005,2.78958066,Indonesia,East Asia & Pacific,35.25,Lower middle income,41.5
455,IND,2005,4.28217471,India,South Asia,31.34,Lower middle income,74.4
456,IRL,2005,7.26683559,Ireland,Europe & Central Asia,3736.53,High income,5.2
457,IRN,2005,6.06355948,"Iran, Islamic Rep.",Middle East & North Africa,177.77,Upper middle income,25.6
458,IRQ,2005,4.13339428,Iraq,Middle East & North Africa,55.49,Upper middle income,41.0
459,ISL,2005,9.20976024,Iceland,Europe & Central Asia,5254.4,High income,3.1
460,ISR,2005,7.43511313,Israel,Middle East & North Africa,1515.13,High income,5.6
461,ITA,2005,8.70707069,Italy,Europe & Central Asia,2788.52,High income,4.5
462,JAM,2005,4.06830563,Jamaica,Latin America & Caribbean,170.75,Upper middle income,19.9
463,JOR,2005,8.88253327,Jordan,Middle East & North Africa,209.68,Lower middle income,24.3
464,JPN,2005,8.18154267,Japan,East Asia & Pacific,2927.57,High income,3.7
465,KAZ,2005,4.06951322,Kazakhstan,Europe & Central Asia,149.99,Upper middle income,32.1
466,KEN,2005,4.36354595,Kenya,Sub-Saharan Africa,23.13,Lower middle income,81.0
467,KGZ,2005,5.82230709,Kyrgyz Republic,Europe & Central Asia,27.99,Lower middle income,39.4
468,KHM,2005,5.84121965,Cambodia,East Asia & Pacific,27.6,Lower middle income,65.5
469,KIR,2005,10.05853597,Kiribati,East Asia & Pacific,115.64,Lower middle income,64.6
470,KNA,2005,4.80077315,St. Kitts and Nevis,Latin America & Caribbean,530.67,High income,16.1
471,KOR,2005,5.32851591,"Korea, Rep.",East Asia & Pacific,994.17,High income,5.5
472,KWT,2005,2.37794798,Kuwait,Middle East & North Africa,848.79,High income,11.8
473,LAO,2005,4.31668409,Lao PDR,East Asia & Pacific,20.41,Lower middle income,96.2
474,LBN,2005,8.41980531,Lebanon,Middle East & North Africa,449.54,Upper middle income,14.2
475,LBR,2005,8.0358831,Liberia,Sub-Saharan Africa,13.32,Low income,125.1
476,LBY,2005,2.70538066,Libya,Middle East & North Africa,211.95,Upper middle income,23.1
477,LCA,2005,6.24652588,St. Lucia,Latin America & Caribbean,353.27,Upper middle income,16.9
478,LKA,2005,4.06081747,Sri Lanka,South Asia,50.76,Lower middle income,14.3
479,LSO,2005,6.29584414,Lesotho,Sub-Saharan Africa,44.73,Lower middle income,114.7
480,LTU,2005,5.83432657,Lithuania,Europe & Central Asia,453.88,High income,9.0
481,LUX,2005,7.94570112,Luxembourg,Europe & Central Asia,6488.07,High income,3.5
482,LVA,2005,6.37415759,Latvia,Europe & Central Asia,455.84,High income,10.5
483,MAR,2005,5.05803376,Morocco,Middle East & North Africa,99.08,Lower middle income,40.5
484,MCO,2005,4.00135654,Monaco,Europe & Central Asia,4976.43,High income,4.5
485,MDA,2005,9.15376162,Moldova,Europe & Central Asia,75.85,Lower middle income,19.6
486,MDG,2005,5.03002085,Madagascar,Sub-Saharan Africa,13.86,Low income,82.0
487,MDV,2005,9.52452498,Maldives,South Asia,349.73,Upper middle income,22.6
488,MEX,2005,6.0443102,Mexico,Latin America & Caribbean,490.72,Upper middle income,20.6
489,MHL,2005,17.4250474,Marshall Islands,East Asia & Pacific,461.92,Upper middle income,39.8
490,MKD,2005,7.95350493,"Macedonia, FYR",Europe & Central Asia,243.73,Upper middle income,13.7
491,MLI,2005,6.33580578,Mali,Sub-Saharan Africa,26.98,Low income,171.8
492,MLT,2005,8.83355332,Malta,Middle East & North Africa,1407.7,High income,6.9
493,MMR,2005,1.83009783,Myanmar,East Asia & Pacific,4.74,Lower middle income,77.8
494,MNE,2005,8.46232483,Montenegro,Europe & Central Asia,310.0,Upper middle income,10.6
495,MNG,2005,5.08566386,Mongolia,East Asia & Pacific,50.8,Lower middle income,41.4
496,MOZ,2005,6.86781935,Mozambique,Sub-Saharan Africa,21.39,Low income,133.5
497,MRT,2005,4.2060502,Mauritania,Sub-Saharan Africa,29.13,Lower middle income,109.4
498,MUS,2005,4.46865768,Mauritius,Sub-Saharan Africa,229.79,Upper middle income,15.7
499,MWI,2005,8.20169881,Malawi,Sub-Saharan Africa,17.73,Low income,115.4
500,MYS,2005,3.29181275,Malaysia,East Asia & Pacific,183.16,Upper middle income,8.1
501,NAM,2005,7.31871061,Namibia,Sub-Saharan Africa,262.17,Upper middle income,71.0
502,NER,2005,7.14963764,Niger,Sub-Saharan Africa,17.86,Low income,172.3
503,NGA,2005,4.10629745,Nigeria,Sub-Saharan Africa,53.09,Lower middle income,157.9
504,NIC,2005,6.11145325,Nicaragua,Latin America & Caribbean,71.82,Lower middle income,31.4
505,NLD,2005,9.59771913,Netherlands,Europe & Central Asia,3994.0,High income,5.4
506,NOR,2005,8.89402506,Norway,Europe & Central Asia,5961.32,High income,4.0
507,NPL,2005,5.72405361,Nepal,South Asia,18.53,Low income,61.5
508,NRU,2005,12.57138688,Nauru,East Asia & Pacific,326.78,Upper middle income,38.8
509,NZL,2005,8.24881468,New Zealand,East Asia & Pacific,2307.1,High income,6.6
510,OMN,2005,2.58713523,Oman,Middle East & North Africa,320.77,High income,12.8
511,PAK,2005,2.91358382,Pakistan,South Asia,22.36,Lower middle income,101.6
512,PAN,2005,7.47896823,Panama,Latin America & Caribbean,348.45,Upper middle income,22.8
513,PER,2005,4.71800204,Peru,Latin America & Caribbean,128.1,Upper middle income,27.0
514,PHL,2005,3.9138542000000003,Philippines,East Asia & Pacific,46.83,Lower middle income,35.8
515,PLW,2005,8.21470499,Palau,East Asia & Pacific,850.07,High income,22.8
516,PNG,2005,6.41591818,Papua New Guinea,East Asia & Pacific,51.29,Lower middle income,73.1
517,POL,2005,6.20353532,Poland,Europe & Central Asia,494.7,High income,7.5
518,PRT,2005,9.97647249,Portugal,Europe & Central Asia,1875.7,High income,4.7
519,PRY,2005,6.07399547,Paraguay,Latin America & Caribbean,91.54,Upper middle income,28.5
520,QAT,2005,3.01330669,Qatar,Middle East & North Africa,1603.3,High income,10.4
521,ROU,2005,5.46905767,Romania,Europe & Central Asia,255.29,Upper middle income,17.9
522,RUS,2005,5.21198715,Russian Federation,Europe & Central Asia,276.91,Upper middle income,13.9
523,RWA,2005,6.83378867,Rwanda,Sub-Saharan Africa,19.58,Low income,114.6
524,SAU,2005,3.4187517,Saudi Arabia,Middle East & North Africa,453.8,High income,18.2
525,SDN,2005,3.1765208,Sudan,Sub-Saharan Africa,34.94,Lower middle income,88.8
526,SEN,2005,5.35462391,Senegal,Sub-Saharan Africa,41.37,Low income,95.5
527,SGP,2005,3.7437377,Singapore,East Asia & Pacific,1061.1,High income,3.0
528,SLB,2005,7.83435685,Solomon Islands,East Asia & Pacific,69.1,Lower middle income,28.8
529,SLE,2005,12.24678485,Sierra Leone,Sub-Saharan Africa,39.31,Low income,203.5
530,SLV,2005,7.19019921,El Salvador,Latin America & Caribbean,206.66,Lower middle income,24.7
531,SMR,2005,4.08634536,San Marino,Europe & Central Asia,2834.3,High income,4.2
532,SRB,2005,8.70154867,Serbia,Europe & Central Asia,304.75,Upper middle income,8.9
533,STP,2005,10.03778171,Sao Tome and Principe,Sub-Saharan Africa,81.79,Lower middle income,61.5
534,SUR,2005,6.7755102,Suriname,Latin America & Caribbean,247.03,Upper middle income,28.3
535,SVK,2005,7.04485118,Slovak Republic,Europe & Central Asia,628.1,High income,8.2
536,SVN,2005,8.49586245,Slovenia,Europe & Central Asia,1519.55,High income,4.2
537,SWE,2005,9.06150305,Sweden,Europe & Central Asia,3726.57,High income,3.6
